Artificial Intelligence,B1 - Bachelor 1. Jahr,B2 - Bachelor 2. Jahr,B3 - Bachelor 3. Jahr,Betriebswirtschaftslehre,Biologische Chemie,Chemie,D - Diplom,Informatik,Informationselektronik,KS,Kunststofftechnik,M1 - Master 1. Jahr,M2 - Master 2. Jahr,Maschinenbau,Mathematik,Mechatronik,Medical Engineering,None_level,None_sa,Pädagogik,Rechtswissenschaften,Sozialwissenschaften,Statistik,UE,VL,Volkswirtschaftslehre,Wirtschaftsinformatik,calendarweek,calendarweek1,calendarweek2,coursenumber,ects,endtime,endtime1,endtime2,exam,occcount,occrate,registered,roomcapacity,roomid,starttime,starttime1,starttime2,test,tutorium,weekday,weekday1,weekday2
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,360.001,4.5,2024-04-09 11:45:00,0.5327,0.0010499999999999954,False,30,0.24793388429752067,121,152,1,2024-04-09 10:15:00,0.72115,0.051549999999999985,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,340.100,3.0,2024-04-09 11:45:00,0.5327,0.0010499999999999954,False,58,0.29896907216494845,194,164,0,2024-04-09 10:15:00,0.72115,0.051549999999999985,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,190.035,3.0,2024-04-09 11:45:00,0.5327,0.0010499999999999954,False,-1,-1.0,64,-1,-1,2024-04-09 10:15:00,0.72115,0.051549999999999985,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,531.240,3.0,2024-04-09 13:35:00,0.29864999999999997,0.04235,False,-1,-1.0,30,-1,-1,2024-04-09 11:00:00,0.6294,0.01705000000000001,False,False,Di.,0.89,0.81
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,259.002,3.0,2024-04-09 13:30:00,0.30865,0.03804999999999997,False,47,0.21076233183856502,223,164,0,2024-04-09 12:00:00,0.5,0.0,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0.9854499999999999,0.38034999999999997,239.509,3.0,2024-04-09 13:30:00,0.30865,0.03804999999999997,False,-1,-1.0,22,-1,-1,2024-04-09 12:00:00,0.5,0.0,False,False,Di.,0.89,0.81
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0.9854499999999999,0.38034999999999997,256.300,3.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,100,-1,-1,2024-04-09 12:00:00,0.5,0.0,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,382.037,6.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,28,0.2014388489208633,139,152,1,2024-04-09 12:00:00,0.5,0.0,False,False,Di.,0.89,0.81
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,364.000,3.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,33,0.1783783783783784,185,164,0,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,367.060,3.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,234,-1,-1,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
