datetime,occcount,occrate,occcountdiff,occratediff,lecture,maxoccrate,lecturerampafter,lecturerampbefore,test,maxoccrateestimate,exam,tutorium,registered,coursenumber,maxocccount,maxocccountestimate,VL,UE,KS,hod1,hod2,dow1,dow2,week1,week2,holiday,zwickltag,occcount1week,occrate1week,occcount1day,occrate1day,occcountdiff1week,occcountdiff1day,occratediff1week,occratediff1day
2024-04-11 09:00:00,43.0,0.2621951219512195,43.0,0.2621951219512195,1,0.2621951219512195,0,0,0,-1.0,0,0,148,371.000,43,0,1,0,0,0.8535533905932737,0.14644660940672627,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,39.0,0.23780487804878048,-1.0,39.0,-1.0,0.23780487804878048
2024-04-11 10:00:00,42.0,0.25609756097560976,-1.0,-0.0060975609756097615,1,0.2073170731707317,0,0,0,-1.0,0,0,148,371.000,34,0,1,0,0,0.75,0.06698729810778065,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,40.0,0.24390243902439024,-1.0,1.0,-1.0,0.0060975609756097615
2024-04-11 11:00:00,34.0,0.2073170731707317,-8.0,-0.048780487804878064,1,0.2073170731707317,0,0,0,-1.0,0,0,102,531.120,34,0,1,0,0,0.6294095225512605,0.0170370868554659,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,41.0,0.25,-1.0,1.0,-1.0,0.0060975609756097615
2024-04-11 12:00:00,2.0,0.012195121951219513,-32.0,-0.19512195121951217,1,0.012195121951219513,0,0,0,-1.0,0,1,102,531.120,2,0,1,0,0,0.5000000000000001,0.0,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,10.0,0.06097560975609756,-1.0,-31.0,-1.0,-0.18902439024390244
2024-04-11 13:00:00,0.0,0.0,-2.0,-0.012195121951219513,1,0.012195121951219513,0,0,0,-1.0,0,1,102,531.120,2,0,1,0,0,0.37059047744873985,0.01703708685546579,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,10.0,0.06097560975609756,-1.0,0.0,-1.0,0.0
2024-04-11 14:00:00,8.0,0.04878048780487805,8.0,0.04878048780487805,1,0.04878048780487805,0,0,0,-1.0,0,0,76,531.208,8,0,1,0,0,0.24999999999999994,0.0669872981077807,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,18.0,0.10975609756097561,-1.0,8.0,-1.0,0.04878048780487805
2024-04-11 15:00:00,8.0,0.04878048780487805,0.0,0.0,1,0.04878048780487805,0,0,0,-1.0,0,0,76,531.208,8,0,1,0,0,0.14644660940672627,0.14644660940672616,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,12.0,0.07317073170731707,-1.0,-6.0,-1.0,-0.03658536585365854
2024-04-11 16:00:00,44.0,0.2682926829268293,36.0,0.21951219512195125,1,0.2682926829268293,0,0,0,-1.0,0,0,100,150.004,44,0,0,0,1,0.06698729810778081,0.24999999999999978,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,20.0,0.12195121951219512,-1.0,8.0,-1.0,0.04878048780487805
2024-04-11 17:00:00,37.0,0.22560975609756098,-7.0,-0.0426829268292683,1,0.2682926829268293,0,0,0,-1.0,0,0,100,150.004,44,0,0,0,1,0.017037086855465844,0.3705904774487397,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,11.0,0.06707317073170732,-1.0,-9.0,-1.0,-0.0548780487804878
2024-04-11 18:00:00,41.0,0.25,4.0,0.02439024390243902,1,0.2682926829268293,0,0,0,-1.0,0,0,100,150.004,44,0,0,0,1,0.0,0.4999999999999999,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,34.0,0.2073170731707317,-1.0,23.0,-1.0,0.14024390243902438
