,time,in_support_count,out_support_count,sensor_one_support_count,sensor_two_support_count,room_id,door_id,event_type
115,2024-05-29 14:32:22,0,15,86,88,1,1,0
114,2024-05-29 14:32:24,0,4,81,77,1,1,0
11,2024-05-29 14:33:05,9,0,29,26,1,0,1
10,2024-05-29 14:33:22,5,0,23,22,1,0,1
9,2024-05-29 14:33:23,10,0,20,25,1,0,1
8,2024-05-29 14:33:27,8,0,20,17,1,0,1
7,2024-05-29 14:34:06,10,0,20,22,1,0,1
6,2024-05-29 14:34:08,11,0,27,23,1,0,1
5,2024-05-29 14:36:26,0,4,22,22,1,0,0
4,2024-05-29 14:37:26,11,0,30,22,1,0,1
3,2024-05-29 14:38:31,7,0,37,42,1,0,1
2,2024-05-29 14:40:11,8,0,30,44,1,0,1
1,2024-05-29 14:40:13,10,0,24,40,1,0,1
0,2024-05-29 14:42:14,22,0,79,65,1,0,1
